ID,floor,lift,district,street,community,area,toward,model,rent,totalfloor
965,高楼层,有,亦庄开发区,亦庄,锋创科技园,59.71,西北,1室0厅1卫,4000.0,15
966,高楼层,无,西城,六铺炕,人定湖西里,96.48,南北,3室1厅1卫,18000.0,6
967,中楼层,有,朝阳,石佛营,晨光家园B区,100.92,南,2室1厅1卫,9200.0,21
968,中楼层,无,朝阳,惠新西街,樱花园,58.00,南北,2室1厅1卫,8000.0,6
969,中楼层,无,东城,朝阳门内,朝阳门北小街,68.00,南,2室1厅1卫,11800.0,6
970,低楼层,无,昌平,回龙观,风雅园二区,96.00,南北,2室2厅1卫,6500.0,7
971,中楼层,有,丰台,方庄,芳星园一区,79.43,南,2室2厅1卫,7600.0,14
972,高楼层,有,通州,通州其它,首开万科城市之光,37.40,东,4室0厅2卫,4000.0,15
973,低楼层,有,朝阳,大望路,后现代城C区,61.85,南,1室1厅1卫,7000.0,28
974,高楼层,无,顺义,顺义城,石园东苑,105.00,南北,3室1厅1卫,4000.0,6
975,高楼层,无,朝阳,石佛营,石佛营西里小区,75.00,南北,2室1厅1卫,7000.0,6
976,低楼层,有,房山,长阳,长阳半岛怡和路1号院,97.00,南北,3室1厅1卫,5500.0,12
977,高楼层,无,通州,通州其它,翡翠四季C区,157.03,南北,4室2厅3卫,20000.0,2
978,高楼层,有,朝阳,酒仙桥,和乔丽晶一期,81.74,东,1室1厅1卫,13000.0,10
979,高楼层,有,顺义,顺义其它,空港国际,73.99,东,3室0厅1卫,4200.0,14
980,中楼层,有,昌平,鼓楼大街,昌平佳莲时代广场,44.76,南,2室0厅2卫,3500.0,8
981,低楼层,无,海淀,玉泉路,金隅山墅,224.00,南北,5室2厅3卫,25000.0,4
982,低楼层,有,通州,临河里,华业东方玫瑰D区,90.00,南北,2室1厅1卫,6000.0,27
983,低楼层,有,丰台,马家堡,嘉丽园,89.47,东北,2室1厅1卫,7500.0,24
984,中楼层,有,昌平,回龙观,华府9号,113.00,南,4室0厅1卫,12000.0,5
985,低楼层,无,朝阳,朝阳门外,芳草地西街,62.80,东西,3室1厅1卫,12000.0,5
986,低楼层,有,朝阳,望京,北京香颂,393.24,西南北,2室0厅1卫,58000.0,18
987,中楼层,无,朝阳,惠新西街,樱花园,39.55,南,1室1厅1卫,5500.0,6
988,高楼层,有,朝阳,东坝,东泽园,70.52,南北,2室1厅1卫,5800.0,21
989,高楼层,无,大兴,南中轴机场商务区,新凤小区,96.00,南北,2室2厅1卫,2600.0,6
990,中楼层,有,朝阳,朝青,天鹅湾北区,188.00,南北,3室2厅2卫,20500.0,23
991,高楼层,有,朝阳,常营,柏林爱乐一期,122.68,南北,3室1厅2卫,11000.0,13
992,中楼层,无,顺义,顺义城,裕龙一区,86.00,南北,2室2厅1卫,3700.0,6
993,低楼层,无,顺义,顺义城,石园东区,60.00,南北,1室1厅1卫,2700.0,6
994,中楼层,有,海淀,苏州桥,大河庄苑,57.00,东,1室1厅1卫,8000.0,18
995,低楼层,有,海淀,苏州桥,海淀南路,55.90,南,2室1厅1卫,10000.0,12
996,中楼层,有,亦庄开发区,亦庄,君安国际,168.65,西南,4室0厅3卫,15000.0,22
997,中楼层,无,海淀,五棵松,永定路17号院,69.10,南北,3室1厅1卫,6900.0,6
998,高楼层,有,朝阳,常营,苹果派,142.00,南北,3室2厅3卫,11800.0,11
999,高楼层,有,丰台,青塔,广安﹒康馨家园,80.50,南北,2室1厅1卫,5600.0,30
1000,低楼层,有,门头沟,大峪,中门寺南坡小区,86.00,南北,3室1厅1卫,3800.0,18
1001,中楼层,有,朝阳,管庄,众亿嘉园,100.35,南北,4室0厅2卫,7500.0,16
1002,中楼层,有,海淀,海淀北部新区,保利西山林语,48.00,西,1室1厅1卫,5600.0,8
1003,中楼层,有,顺义,后沙峪,IDCITY艾迪城,61.31,西,3室0厅2卫,8500.0,9
1004,高楼层,无,顺义,马坡,佳和宜园,91.00,南北,3室1厅1卫,3000.0,6
1005,高楼层,无,石景山,苹果园,海特花园小区,71.00,南北,2室1厅1卫,4900.0,7
1006,中楼层,有,大兴,天宫院,熙兆大厦,47.00,南,2室0厅1卫,3300.0,11
1007,高楼层,有,朝阳,百子湾,沿海赛洛城四期,57.22,南,2室0厅1卫,6300.0,12
1008,高楼层,有,朝阳,北苑,北苑家园望春园,76.00,东南,1室1厅1卫,6700.0,25
1009,低楼层,有,顺义,后沙峪,IDCITY艾迪城,48.00,南,4室0厅1卫,7800.0,9
1010,中楼层,无,昌平,回龙观,龙兴园北区,85.00,南北,2室1厅1卫,6000.0,6
1011,高楼层,无,丰台,菜户营,万泉盛景园,117.00,南北,3室1厅2卫,9500.0,23
1012,高楼层,有,顺义,马坡,龙湖香醍漫步四区南区,37.33,南,1室0厅1卫,3200.0,8
1013,低楼层,无,通州,梨园,时尚街区西区,90.01,南北,2室1厅1卫,4900.0,6
1014,低楼层,有,丰台,方庄,日月天地,213.00,东南,3室1厅2卫,19000.0,28
1015,高楼层,有,朝阳,酒仙桥,飘HOME,58.71,北,1室1厅1卫,7500.0,25
1016,中楼层,有,通州,临河里,DBC加州小镇,120.85,南北,3室2厅2卫,6700.0,11
1017,高楼层,有,朝阳,朝青,国美第一城2号院,142.83,南北,3室2厅2卫,12500.0,27
1018,低楼层,有,朝阳,望京,利泽西园,66.00,东南,1室1厅1卫,7600.0,24
1019,高楼层,有,朝阳,大望路,金港国际,65.66,西,1室1厅1卫,8500.0,11
1020,高楼层,有,大兴,大兴其它,居善园,89.72,南北,2室1厅1卫,1800.0,18
1021,高楼层,有,大兴,枣园,康庄路52号院,106.76,南北,3室1厅1卫,4800.0,22
1022,高楼层,无,顺义,中央别墅区,誉天下四期,120.00,南北,3室2厅2卫,16000.0,3
1023,低楼层,有,朝阳,潘家园,翌景嘉园,158.00,东南,3室1厅2卫,13000.0,28
1024,低楼层,有,海淀,双榆树,知春大厦,93.59,南,1室1厅1卫,15500.0,20
1025,低楼层,有,朝阳,亚运村,亚奥观典,113.00,西南,3室1厅1卫,11500.0,22
1026,低楼层,无,朝阳,亮马桥,新源街,53.65,南北,2室1厅1卫,7500.0,6
1027,中楼层,有,东城,东直门,元嘉国际公寓,53.00,南,1室0厅1卫,7800.0,10
1028,中楼层,有,朝阳,常营,北京像素南区,56.00,西南,3室0厅1卫,6800.0,16
1029,低楼层,有,丰台,宋家庄,政馨园三区,55.68,东,1室1厅1卫,4900.0,22
1030,中楼层,有,朝阳,石佛营,朝阳捷座,91.24,南北,2室1厅1卫,7800.0,9
1031,低楼层,有,通州,临河里,华远铭悦园,75.00,南,2室1厅1卫,3700.0,24
1032,中楼层,有,石景山,鲁谷,远洋山水,101.00,南北,2室1厅1卫,8800.0,18
1033,中楼层,有,大兴,大兴新机场,天恒旭辉7号院,37.00,西,3室0厅1卫,2200.0,7
1034,高楼层,有,大兴,南中轴机场商务区,蓝桥驿苑,55.56,南北,1室1厅1卫,2100.0,12
1035,低楼层,无,丰台,万源,六营门小区,61.00,南北,2室1厅1卫,4400.0,6
1036,中楼层,无,海淀,杨庄,建西苑南里,65.37,南北,2室1厅1卫,4600.0,7
1037,高楼层,无,丰台,马家堡,西马金润一区,113.76,南北,4室1厅2卫,9000.0,6
1038,中楼层,无,顺义,顺义城,石园南区,85.00,南北,2室1厅1卫,3600.0,6
1039,高楼层,有,朝阳,望京,金隅丽港城,108.00,南北,2室2厅2卫,13500.0,10
1040,高楼层,无,丰台,科技园区,首开花香四季,68.00,南北,2室1厅1卫,5500.0,28
1041,高楼层,有,朝阳,亚运村小营,凯旋城,140.00,东,1室1厅2卫,20000.0,18
1042,高楼层,无,门头沟,滨河西区,门头沟月季园,61.46,南北,2室1厅1卫,2800.0,6
1043,中楼层,无,石景山,八角,八角北路,55.00,南,2室1厅1卫,5000.0,6
1044,高楼层,有,朝阳,潘家园,松榆西里,60.00,西北,2室1厅1卫,6300.0,18
1045,中楼层,有,朝阳,定福庄,福盈家园,74.00,南,2室1厅1卫,6200.0,20
1046,中楼层,无,朝阳,CBD,光华里社区,60.00,南,2室1厅1卫,8000.0,5
1047,中楼层,有,朝阳,太阳宫,水星园,157.71,东南西北,3室1厅2卫,22000.0,23
1048,中楼层,无,海淀,四季青,盲人学校家属楼,50.40,东北,2室1厅1卫,5800.0,6
1049,低楼层,有,朝阳,石佛营,公园1872,127.00,南,2室1厅2卫,25000.0,32
1050,低楼层,无,西城,月坛,三里河一区,39.60,南,2室1厅1卫,8800.0,6
1051,地下室,无,朝阳,垡头,金蝉北里21号院,55.00,南,2室1厅1卫,3800.0,6
1052,低楼层,有,通州,通州其它,东亚环球国际,39.88,西,1室0厅1卫,2450.0,11
1053,高楼层,有,朝阳,大望路,易构空间,49.00,北,1室0厅1卫,6000.0,28
1054,中楼层,无,石景山,古城,中海长安雅苑,75.00,南,2室1厅1卫,6800.0,18
1055,低楼层,有,昌平,回龙观,流星花园三区,94.06,南北,2室1厅1卫,7800.0,6
1056,高楼层,无,西城,金融街,宏汇园小区,61.00,南北,2室1厅1卫,12000.0,7
1057,中楼层,有,海淀,双榆树,知春里,60.90,南北,2室1厅1卫,10500.0,6
1058,高楼层,无,顺义,顺义城,石园北区,99.86,南北,1室0厅1卫,4500.0,4
1059,中楼层,无,朝阳,劲松,农光里,60.50,南北,2室1厅1卫,6000.0,12
1060,低楼层,有,朝阳,中央别墅区,龙湖双珑原著,312.00,南北,3室2厅3卫,42000.0,6
1061,低楼层,有,西城,马甸,文联宿舍,79.50,东南西,3室1厅1卫,15000.0,20
1062,高楼层,有,丰台,丽泽,丰益花园西区,76.31,西南,2室1厅1卫,6600.0,25
1063,高楼层,无,大兴,旧宫,巧克力城,53.00,南北,1室1厅1卫,3800.0,4
1064,中楼层,有,昌平,回龙观,金域华府二期,79.57,南北,2室1厅1卫,9500.0,28
1065,中楼层,有,丰台,北大地,福顺里,54.45,南,1室1厅1卫,4700.0,20
1066,中楼层,无,亦庄开发区,亦庄,贵园北里戊区,52.00,南北,1室1厅1卫,3800.0,6
1067,高楼层,有,丰台,看丹桥,新华街三里,65.30,西北,2室1厅1卫,5100.0,24
1068,低楼层,无,顺义,顺义城,滨河小区,75.00,南北,2室1厅1卫,3200.0,6
1069,中楼层,有,海淀,西二旗,领秀新硅谷2号院,125.00,南北,2室2厅2卫,13000.0,5
1070,中楼层,无,怀柔,怀柔,府东一条,72.70,南北,3室1厅1卫,3000.0,6
1071,中楼层,有,房山,长阳,长阳半岛怡和路1号院,96.43,南北,3室1厅1卫,5400.0,12
1072,低楼层,有,昌平,回龙观,东亚上北中心,56.00,西北,2室0厅1卫,5600.0,16
1073,高楼层,有,通州,潞苑,中建雅颂居,89.36,南,2室1厅1卫,3600.0,22
1074,中楼层,有,海淀,知春路,保利海德公园,44.28,南,2室0厅1卫,11600.0,10
1075,高楼层,无,朝阳,团结湖,团结湖中路北一条,60.99,东西,2室1厅1卫,7000.0,6
1076,中楼层,无,丰台,蒲黄榆,刘家窑东里,58.92,南北,2室1厅1卫,6300.0,6
1077,低楼层,有,朝阳,望京,花家地南里,93.77,西南西,3室1厅1卫,8800.0,12
1078,高楼层,有,朝阳,朝青,青年汇佳园,72.00,西南,2室1厅1卫,11500.0,20
1079,中楼层,无,朝阳,东坝,康静里,58.00,南北,2室1厅1卫,4300.0,6
1080,高楼层,有,顺义,马坡,龙湖香醍漫步三区,155.61,南北,3室2厅2卫,6000.0,6
1081,中楼层,无,海淀,田村,半壁店六建宿舍,38.70,南,1室1厅1卫,4700.0,6
1082,低楼层,无,通州,玉桥,玉桥南里,75.00,南北,2室1厅1卫,3800.0,6
1083,高楼层,有,朝阳,北苑,中国铁建花语城,121.00,南西北,3室2厅2卫,15000.0,24
1084,低楼层,无,昌平,沙河,中海丽春湖墅,305.00,南北,5室1厅4卫,15000.0,3
1085,低楼层,有,房山,长阳,首开熙悦山熹园1号院,84.00,南,2室1厅1卫,4500.0,20
1086,高楼层,有,丰台,青塔,万科紫苑,92.00,南北,3室1厅1卫,8000.0,9
1087,低楼层,有,房山,阎村,天恒乐活城南区,85.00,南北,2室1厅1卫,3200.0,11
1088,中楼层,有,朝阳,团结湖,团结湖北口,45.00,西,2室1厅1卫,7200.0,16
1089,中楼层,有,丰台,六里桥,林滤家园,73.00,南,2室1厅2卫,7500.0,10
1090,低楼层,无,通州,潞苑,中建红杉溪谷,210.00,南北,5室2厅4卫,18000.0,3
1091,中楼层,无,通州,果园,葛布店北里,57.55,南北,2室1厅1卫,3500.0,6
1092,中楼层,无,怀柔,怀柔,东关一区,112.00,南北,3室1厅1卫,3500.0,5
1093,高楼层,有,海淀,紫竹桥,北洼西里,65.48,东南南,2室1厅1卫,9000.0,18
1094,高楼层,无,大兴,观音寺,观音寺北里,82.50,南北,3室1厅1卫,3000.0,6
1095,中楼层,有,海淀,学院路,逸成东苑,55.68,东南,1室1厅1卫,8000.0,22
1096,中楼层,无,西城,阜成门,葡萄园,90.00,东,3室0厅1卫,11500.0,4
1097,中楼层,无,海淀,紫竹桥,三虎桥南路25号院,60.00,南北,2室1厅1卫,7800.0,5
1098,中楼层,有,西城,马甸,马甸南村,71.60,东,2室1厅1卫,8800.0,13
1099,高楼层,无,通州,玉桥,玉桥南里,80.00,南北,3室1厅1卫,4200.0,6
1100,中楼层,有,房山,长阳,首开熙悦广场,83.05,西北,3室0厅1卫,4800.0,17
1101,高楼层,有,昌平,回龙观,流星花园三区,63.32,南,1室0厅1卫,5900.0,6
1102,高楼层,有,门头沟,梧桐苑,中国铁建梧桐汇,77.64,东北,3室0厅1卫,4200.0,25
1103,高楼层,无,门头沟,城子,绿岛家园,99.00,南北,2室2厅1卫,4200.0,6
1104,高楼层,有,海淀,上地,辉煌国际,69.00,西南,2室0厅1卫,7300.0,20
1105,低楼层,无,门头沟,石门营,石门营新区三区,61.00,南北,2室1厅1卫,3200.0,6
1106,高楼层,无,门头沟,城子,龙泉花园,85.23,南北,2室1厅1卫,3000.0,6
1107,高楼层,无,朝阳,劲松,武圣西里,65.27,南北,2室1厅1卫,6450.0,6
1108,高楼层,有,顺义,顺义其它,鹭峯国际,92.67,东北,3室0厅1卫,4200.0,14
1109,中楼层,有,通州,万达,怡佳家园,134.09,西,3室2厅2卫,7500.0,28
1110,高楼层,有,朝阳,潘家园,弘善家园,53.00,南,1室1厅1卫,5600.0,26
1111,低楼层,有,海淀,学院路,城华园,89.00,西北,2室1厅1卫,9200.0,27
1112,低楼层,有,朝阳,红庙,禧瑞都,175.00,南,3室1厅2卫,30000.0,28
1113,低楼层,有,海淀,马连洼,肖家河新村西区,80.00,南,2室1厅1卫,8800.0,11
1114,低楼层,无,房山,长阳,圣水北大街56号院,80.00,南,2室1厅1卫,3200.0,13
1115,中楼层,无,朝阳,石佛营,十里堡北区,59.00,南北,2室1厅1卫,6000.0,6
1116,高楼层,有,门头沟,大峪,惠民家园,50.00,东,1室0厅1卫,2600.0,15
1117,中楼层,有,海淀,定慧寺,科委宿舍,31.60,北,1室1厅1卫,6500.0,14
1118,低楼层,有,大兴,枣园,康泰园,81.28,南北,2室1厅1卫,3800.0,18
1119,高楼层,有,房山,长阳,圣水北大街56号院,80.00,南,2室1厅1卫,3200.0,18
1120,低楼层,有,石景山,鲁谷,京汉旭城,86.36,南北,2室1厅1卫,6200.0,13
1121,中楼层,无,大兴,观音寺,辛店小区,73.00,西南,2室1厅1卫,2800.0,6
1122,高楼层,无,密云,鼓楼街道,上营北区,110.12,南北,3室2厅2卫,2600.0,6
1123,中楼层,有,西城,马甸,新明胡同,74.70,东西,2室1厅1卫,9200.0,14
1124,低楼层,无,昌平,北七家,王府花园,220.83,南北,4室2厅6卫,17000.0,2
1125,低楼层,有,朝阳,亚运村,汇园公寓,65.00,南,2室0厅1卫,11000.0,17
1126,低楼层,无,海淀,中关村,大泥湾,51.70,南北,2室1厅1卫,11000.0,6
1127,低楼层,有,丰台,北大地,福顺里,66.00,西南,2室1厅1卫,5500.0,20
1128,中楼层,无,丰台,万源,桃源里,44.90,南,1室1厅1卫,3200.0,6
1129,低楼层,有,海淀,五棵松,百朗园,69.00,南,1室1厅1卫,7500.0,17
1130,高楼层,有,朝阳,四惠,远洋天地二期,120.45,东南,2室2厅2卫,10600.0,30
1131,中楼层,无,顺义,顺义城,石园南区,67.00,南北,1室1厅1卫,2600.0,6
1132,中楼层,有,通州,梨园,时尚街区东区,97.31,南北,2室1厅1卫,4700.0,13
1133,低楼层,有,朝阳,酒仙桥,丽都东镇滨河1号,50.54,南,1室0厅1卫,5500.0,8
1134,高楼层,无,朝阳,望京,南湖东园二区,55.00,南,1室1厅1卫,6500.0,6
1135,高楼层,有,朝阳,朝阳公园,丽水嘉园,98.00,西南,2室1厅1卫,14500.0,29
1136,高楼层,无,昌平,北七家,温泉花园B区,76.83,南北,2室1厅1卫,3500.0,6
1137,低楼层,有,丰台,丰台其它,燕西华府,216.00,南北,4室2厅2卫,8000.0,6
1138,低楼层,无,昌平,北七家,燕青小区,148.88,东北,3室2厅2卫,6000.0,11
1139,中楼层,无,通州,九棵树(家乐福),阿尔法社区二期,111.00,南北,2室2厅1卫,5200.0,6
1140,中楼层,有,顺义,后沙峪,东亚创展国际,58.00,东,2室0厅1卫,4200.0,13
1141,高楼层,有,东城,崇文门,国瑞城中区,69.68,西,3室1厅1卫,9000.0,16
1142,低楼层,有,大兴,黄村火车站,泰禾中央广场,60.00,东,3室0厅1卫,5000.0,23
1143,低楼层,无,海淀,马连洼,北京大学肖家河教工住宅小区四区,96.00,南北,2室1厅1卫,11000.0,7
1144,高楼层,有,朝阳,劲松,劲松南路,64.00,东南,2室1厅1卫,6500.0,18
1145,中楼层,有,朝阳,CBD,建外SOHO,121.10,北,2室1厅1卫,18000.0,13
1146,低楼层,无,朝阳,北苑,安外北苑2号院,47.00,南,2室1厅1卫,5800.0,4
1147,低楼层,有,昌平,昌平其它,金科帕提欧,48.16,西,2室0厅1卫,2300.0,9
1148,低楼层,有,朝阳,望京,银领国际,113.00,南北,2室1厅2卫,10500.0,26
1149,中楼层,有,门头沟,城子,中骏西山天璟,101.00,南,3室1厅2卫,7000.0,22
1150,低楼层,有,西城,广安门,红山世家,37.00,东,1室0厅1卫,5500.0,15
1151,高楼层,有,西城,广安门,荣丰2008,34.94,北,1室1厅1卫,5800.0,20
1152,中楼层,无,昌平,回龙观,龙华园,66.44,南北,2室1厅1卫,5300.0,7
1153,高楼层,有,昌平,昌平其它,金科帕提欧,96.50,南北,3室2厅2卫,8000.0,9
1154,高楼层,有,朝阳,燕莎,远洋新干线,77.02,西,1室1厅1卫,15500.0,21
1155,中楼层,有,朝阳,常营,北辰福第六号院,83.00,南,2室1厅1卫,6800.0,16
1156,中楼层,无,密云,鼓楼街道,云湖家属院,93.00,南北,2室2厅2卫,2500.0,6
1157,高楼层,有,通州,武夷花园,月亮城堡,58.27,北,1室0厅1卫,3600.0,11
1158,中楼层,有,海淀,四季青,京投银泰琨御府,43.00,北,1室0厅1卫,7000.0,10
1159,低楼层,有,朝阳,北苑,中国铁建广场,57.00,北,2室0厅1卫,6200.0,29
1160,中楼层,有,顺义,后沙峪,智地香蜜湾,52.00,北,3室0厅2卫,6800.0,8
1161,中楼层,无,东城,左安门,长青园,38.00,东西,1室1厅1卫,5000.0,6
1162,低楼层,无,昌平,回龙观,北店嘉园,89.95,南北,2室1厅1卫,6800.0,6
1163,低楼层,无,西城,月坛,三里河北街2号院,80.00,南北,3室1厅1卫,16000.0,6
1164,中楼层,有,海淀,双榆树,豪景大厦,181.15,东南,3室1厅1卫,30000.0,17
1165,中楼层,有,丰台,科技园区,设计师广场,38.00,西北,1室0厅1卫,4000.0,23
1166,高楼层,有,海淀,小西天,文慧园北路26号院,65.60,东北,2室1厅1卫,8200.0,14
1167,高楼层,有,通州,果园,巴克摩界,43.24,北,2室1厅2卫,4600.0,11
1168,中楼层,有,海淀,定慧寺,玲珑天地,43.91,北,1室0厅1卫,5500.0,12
1169,低楼层,无,东城,和平里,民旺园十九号院,79.00,南北,2室1厅1卫,8800.0,7
1170,高楼层,有,朝阳,双井,CBD总部公寓一期,73.00,东西,1室1厅1卫,9300.0,9
1171,中楼层,有,朝阳,酒仙桥,海润国际,141.00,西南,2室1厅2卫,19000.0,28
1172,中楼层,无,大兴,枣园,双河北里,75.00,南北,2室1厅1卫,3100.0,6
1173,低楼层,有,西城,木樨地,复兴门外大街,53.00,南,2室1厅1卫,8200.0,12
1174,高楼层,无,朝阳,定福庄,花园闸小区,42.00,南,1室1厅1卫,3900.0,6
1175,低楼层,有,朝阳,望京,融科橄榄城二期,77.44,东东南,1室1厅1卫,12000.0,28
1176,高楼层,有,丰台,岳各庄,大成郡,130.90,南北,3室1厅2卫,15000.0,7
1177,中楼层,无,朝阳,石佛营,八里庄北里小区,45.75,西,1室1厅1卫,5500.0,6
1178,中楼层,有,东城,东直门,万国城MOMA,116.43,西,2室1厅2卫,18500.0,27
1179,中楼层,有,朝阳,双井,广渠路,67.82,东南,2室1厅1卫,7500.0,18
1180,高楼层,有,朝阳,三元桥,凤凰城三期,110.00,南,2室2厅2卫,21000.0,31
1181,低楼层,无,东城,安定门,永康胡同1号院,50.00,南北,1室1厅1卫,7300.0,7
1182,中楼层,无,丰台,成寿寺,成寿寺路,64.00,东西,2室1厅1卫,5800.0,6
1183,中楼层,无,海淀,军博,北蜂窝100号院,41.00,南,1室1厅1卫,6200.0,6
1184,高楼层,有,丰台,草桥,恋日嘉园二期,242.00,南北,4室2厅3卫,26000.0,17
1185,中楼层,有,昌平,东关,畅椿阁,142.00,南北,2室1厅2卫,6500.0,16
1186,低楼层,有,通州,临河里,华业东方玫瑰A区,95.54,南,2室1厅1卫,5000.0,28
1187,中楼层,有,朝阳,亚运村,洛克时代中心,135.19,北,1室0厅0卫,26000.0,20
1188,中楼层,有,顺义,马坡,龙湖香醍漫步四区北区,160.81,南北,4室2厅2卫,7000.0,8
1189,高楼层,有,丰台,马家堡,富卓苑,135.80,东南,3室2厅2卫,12000.0,20
1190,低楼层,有,朝阳,双井,乐成国际,108.00,南,2室1厅1卫,14500.0,20
1191,高楼层,有,昌平,西三旗,旗胜家园,90.00,东南北,3室1厅1卫,7500.0,28
1192,中楼层,有,通州,武夷花园,京贸国际城,80.20,南,2室1厅1卫,4600.0,40
1193,高楼层,无,东城,蒲黄榆,景泰东里,65.94,南北,2室1厅1卫,6200.0,6
1194,中楼层,有,亦庄开发区,亦庄,林肯公园B区,120.00,北,3室0厅2卫,9600.0,22
1195,高楼层,有,昌平,西三旗,旗胜家园,90.00,南西北,3室1厅1卫,7500.0,28
1196,低楼层,有,大兴,西红门,兴都苑,109.00,南,2室2厅1卫,5500.0,13
1197,高楼层,无,东城,天坛,天坛东里中区,48.80,南北,2室1厅1卫,5500.0,5
1198,中楼层,有,朝阳,常营,常楹公元自由派,37.00,东,1室0厅1卫,4600.0,23
1199,中楼层,有,丰台,科技园区,中海九号公馆二区,178.00,南北,3室2厅3卫,24000.0,18
1200,高楼层,有,丰台,宋家庄,方恒偶寓,81.92,东,4室0厅2卫,11000.0,12
1201,低楼层,有,海淀,五道口,龙湖唐宁one,51.76,南,1室0厅1卫,9300.0,7
1202,中楼层,有,朝阳,奥林匹克公园,天居园,110.00,东北,2室1厅2卫,9500.0,32
1203,低楼层,有,丰台,青塔,同馨家园,91.48,南北,3室1厅1卫,6300.0,9
1204,低楼层,有,朝阳,朝青,天鹅湾北区,250.00,南北,3室3厅2卫,38000.0,12
1205,高楼层,有,朝阳,管庄,朗廷,48.22,南,2室0厅1卫,6700.0,12
1206,低楼层,无,门头沟,滨河西区,月季园东里,58.00,南北,2室1厅1卫,3000.0,6
1207,中楼层,无,朝阳,甘露园,甘露园南里,61.19,东南,2室1厅1卫,6500.0,6
1208,中楼层,有,东城,崇文门,东后河沿,91.00,东西,2室1厅1卫,13500.0,14
1209,低楼层,有,东城,东花市,富贵园四区,55.35,东,1室1厅1卫,7300.0,10
1210,低楼层,有,朝阳,亚运村小营,盛和家园,100.22,东南,2室1厅1卫,9600.0,24
1211,中楼层,有,大兴,大兴新机场,富力华庭苑西区,100.00,南北,3室2厅2卫,4000.0,4
1212,低楼层,有,朝阳,北苑,旭辉奥都,90.00,南北,3室0厅1卫,7700.0,20
1213,高楼层,无,朝阳,劲松,广渠门外大街6号院,80.00,南北,3室1厅1卫,9800.0,6
1214,低楼层,有,顺义,后沙峪,国门智慧城,78.00,东南,5室0厅2卫,6500.0,9
1215,高楼层,有,丰台,方庄,芳群园一区,92.36,东西,2室1厅1卫,9300.0,25
1216,低楼层,无,通州,通州其它,莱茵湾一期,322.67,南北,6室3厅4卫,20000.0,3
1217,高楼层,有,大兴,高米店,绿地中央广场,116.12,南,3室0厅0卫,8200.0,16
1218,地下室,有,门头沟,梧桐苑,梧桐苑栖凤园,30.00,东,1室0厅0卫,500.0,0
1219,中楼层,无,顺义,顺义城,港馨家园西区,90.00,南北,2室1厅1卫,3600.0,6
1220,中楼层,无,西城,月坛,三里河一区,53.00,南,2室1厅1卫,9200.0,6
1221,中楼层,有,石景山,石景山其它,绿地环球文化金融城,58.84,南,2室0厅1卫,6100.0,23
1222,中楼层,有,大兴,南中轴机场商务区,新兴家园,128.00,南北,3室1厅2卫,3600.0,8
1223,高楼层,无,西城,马甸,新外大街甲8号院,56.10,南,2室1厅1卫,8500.0,6
1224,低楼层,无,丰台,和义,南苑北里四区,68.94,南北,2室1厅1卫,4000.0,6
1225,高楼层,有,顺义,首都机场,蓝海苑,123.00,南北,3室1厅2卫,8000.0,11
1226,高楼层,无,昌平,北七家,望都新地,138.00,南北,3室2厅2卫,5700.0,6
1227,高楼层,无,石景山,苹果园,海特花园小区,76.00,南北,2室1厅1卫,5500.0,6
1228,中楼层,无,昌平,北七家,温泉花园B区,127.04,南北,4室1厅2卫,5200.0,5
1229,低楼层,有,朝阳,建国门外,长安6号,55.00,北,2室0厅1卫,6800.0,18
1230,中楼层,无,海淀,苏州桥,榆树林,69.00,南北,2室1厅1卫,10500.0,6
1231,中楼层,有,丰台,草桥,风景club,137.00,南北,3室2厅2卫,14000.0,12
1232,中楼层,有,海淀,清河,海清园,87.49,东北,2室2厅1卫,7500.0,18
1233,高楼层,有,大兴,枣园,首开康乃馨城,62.00,南,1室1厅1卫,3500.0,16
1234,低楼层,无,西城,六铺炕,黄寺大街24号院,59.40,南北,2室1厅1卫,8500.0,6
1235,中楼层,有,海淀,清河,橡林郡,47.00,东,1室0厅1卫,6500.0,21
1236,中楼层,无,大兴,黄村中,永华北里,72.82,西南,2室1厅1卫,3500.0,6
1237,低楼层,有,海淀,双榆树,双榆树东里,53.00,南北,2室1厅1卫,9000.0,13
1238,低楼层,有,朝阳,酒仙桥,海润国际,140.93,东南,2室2厅2卫,18500.0,28
1239,中楼层,有,丰台,科技园区,恒富花园2号院,134.00,东南,3室2厅2卫,11000.0,21
1240,高楼层,有,昌平,天通苑,东亚奥北中心北区,31.00,北,1室0厅1卫,4300.0,20
1241,中楼层,无,朝阳,亚运村,安慧北里秀园,50.69,南,1室1厅1卫,6700.0,6
1242,低楼层,有,东城,东四,华人一品大厦,19.00,南,1室0厅1卫,3500.0,3
1243,地下室,无,顺义,中央别墅区,美林香槟小镇,296.00,南,4室2厅3卫,25000.0,4
1244,高楼层,有,朝阳,三元桥,时间国际中心,127.00,西,2室1厅0卫,20000.0,28
1245,中楼层,有,朝阳,常营,富力阳光美园,88.00,南北,2室1厅1卫,7500.0,20
1246,中楼层,有,大兴,西红门,鸿坤理想城礼域府,94.00,南北,2室1厅1卫,7100.0,18
1247,高楼层,有,朝阳,双井,首城国际C区,89.00,南,2室1厅1卫,12000.0,28
1248,高楼层,无,顺义,顺义城,义宾北区,65.00,南北,2室1厅1卫,3200.0,6
